location,lat,long,alt,year,bloom_date,bloom_doy,avg_bloomdoy,sd_bloomdoy,early_bloom,avg_tmax_Jan,avg_tmax_Feb,avg_tmax_Dec,sd_tmax_Jan,sd_tmax_Feb,sd_tmax_Dec
Kyoto,35.0119831,135.6761135,44,1983,1983-04-09,99,98.5,3.4721111093332766,no,9.125806451612902,9.182142857142857,11.741935483870968,2.709608550072068,2.4141640024422184,2.598047240210538
Kyoto,35.0119831,135.6761135,44,1984,1984-04-18,109,99.5,4.813176359397884,no,6.093548387096774,6.358620689655172,9.864516129032259,1.9561757732662928,2.827734737177864,2.9696855486843243
Kyoto,35.0119831,135.6761135,44,1985,1985-04-09,99,99.4,4.812021982031624,no,7.429032258064516,9.392857142857142,11.019354838709678,2.161048132795303,2.542371096761996,3.7457014790146417
Kyoto,35.0119831,135.6761135,44,1986,1986-04-12,102,99.7,4.877385456255112,no,7.2709677419354835,6.896428571428571,9.890322580645162,2.3472243960881536,2.2560999030377116,2.892675213789671
Kyoto,35.0119831,135.6761135,44,1987,1987-04-05,95,99.9,4.605552204797066,yes,9.14516129032258,10.05,12.187096774193549,3.3988075075117568,4.524705842699939,2.7115483812124603
Kyoto,35.0119831,135.6761135,44,1988,1988-04-15,106,100.1,4.840798832148815,no,10.219354838709677,8.155172413793103,12.36774193548387,2.4866871341658174,2.419354430849057,3.149009060723092
Kyoto,35.0119831,135.6761135,44,1989,1989-04-03,93,99.7,5.271516754112509,yes,10.393548387096773,10.503571428571428,10.783870967741935,2.8891677560468247,3.0379674178216645,2.6126738250552886
Kyoto,35.0119831,135.6761135,44,1990,1990-03-29,88,98.3,6.342975116877989,yes,8.313333333333333,11.732,11.516129032258064,2.3679954178271916,3.1428119044363227,2.9764740632940794
Kyoto,35.0119831,135.6761135,44,1991,1991-04-07,97,98.1,6.349978127696364,no,8.823333333333332,8.496153846153845,12.1,2.3183947081954157,2.797353144560875,3.119829055146024
Kyoto,35.0119831,135.6761135,44,1992,1992-04-03,94,98.2,6.268084945889685,no,10.343333333333334,9.438461538461539,12.818181818181818,2.346631236670888,2.9554122450956886,4.268560185894778
Kyoto,35.0119831,135.6761135,44,1993,1993-04-07,97,98,6.27162924074226,no,9.330769230769231,10.829629629629629,11.86,1.9278525318642463,4.097449001401765,3.0048031724662363
Kyoto,35.0119831,135.6761135,44,1994,1994-04-09,99,97,4.988876515698588,no,9.26,8.917857142857143,11.32,2.580911360019143,3.124580395109501,3.1011010280555027
Kyoto,35.0119831,135.6761135,44,1995,1995-04-09,99,97,4.988876515698588,no,8.433333333333334,9.576923076923077,12.06,2.624596301743648,2.310377924463042,2.8198312495364095
Kyoto,35.0119831,135.6761135,44,1996,1996-04-12,103,97.1,5.10881590977792,no,8.993333333333334,8.489285714285714,9.569565217391304,2.9099038179783636,4.181204795866084,3.2125371993047795
Kyoto,35.0119831,135.6761135,44,1997,1997-04-07,97,97.3,5.056349144063003,no,8.976666666666667,9.710714285714285,12.086666666666666,2.828388518077989,3.450640228916656,2.592925831530106
Kyoto,35.0119831,135.6761135,44,1998,1998-04-01,91,95.8,4.366539438350084,yes,9.071428571428571,11.848148148148148,12.25,2.1303550639301183,3.722837045791243,2.5793494292671686
Kyoto,35.0119831,135.6761135,44,1999,1999-04-04,94,95.9,4.306326095924976,no,9.528571428571428,9.53076923076923,13.141935483870968,2.2214204902964667,3.498087389505211,2.095992079111685
Kyoto,35.0119831,135.6761135,44,2000,2000-04-09,100,97.1,3.4464152068167553,no,9.964285714285715,7.833333333333333,11.693333333333333,3.2959250132734654,2.310677556309138,2.634771904455061
Kyoto,35.0119831,135.6761135,44,2001,2001-04-06,96,97,3.4641016151377544,no,7.957142857142857,9.837037037037037,11.813793103448276,2.266736693596157,3.406571494146181,3.0586790026708117
Kyoto,35.0119831,135.6761135,44,2002,2002-04-01,91,96.7,3.8600518131237567,yes,9.89655172413793,11.04642857142857,11.1,2.7510365265556453,2.791320163286228,2.520581943387942
Kyoto,35.0119831,135.6761135,44,2003,2003-04-08,98,96.8,3.8815804341359033,no,7.932142857142857,9.988888888888889,11.025806451612903,2.6083986248737725,2.383651583557226,3.108265083283115
Kyoto,35.0119831,135.6761135,44,2004,2004-04-01,92,96.1,4.067486256208427,yes,8.832258064516129,12.160714285714286,11.629032258064516,2.6980717925676965,3.5012526103196038,3.088925762395626
Kyoto,35.0119831,135.6761135,44,2007,2007-04-07,97,95.6,3.3730961708462712,no,10.493333333333334,12.73846153846154,11.633333333333333,1.4616790848631709,3.0569366265039806,2.453896736906893
Kyoto,35.0119831,135.6761135,44,2008,2008-04-04,95,96,2.9814239699997196,no,8.696666666666667,8.26551724137931,12.233333333333333,2.7406874714370395,2.8933761621613505,1.9865640643103346
Kyoto,35.0119831,135.6761135,44,2009,2009-04-05,95,96.1,2.923088169119167,no,9.435483870967742,11.072,12.664516129032258,2.677006834395058,2.8440757139476203,3.2513123901071883
Kyoto,35.0119831,135.6761135,44,2010,2010-04-05,95,95.6,2.590581230363393,no,9.36896551724138,11.262962962962963,11.629032258064516,2.614397424192737,4.775751906015039,3.100665901424735
Kyoto,35.0119831,135.6761135,44,2011,2011-04-09,99,95.9,2.8067379246694513,no,7.408,11.885185185185184,11.963333333333333,1.7925586926699684,3.848946279748194,4.37480902703061
Kyoto,35.0119831,135.6761135,44,2012,2012-04-10,101,96.9,2.64365067451978,no,8.216129032258065,8.244827586206897,10.826666666666666,1.880974352863173,2.559239034068044,2.9554080567003256
Kyoto,35.0119831,135.6761135,44,2013,2013-04-03,93,96.4,2.8751811537130436,yes,7.867857142857143,8.703703703703704,8.691666666666666,2.040706771435849,3.7449947603415623,2.1985996860979817
Kyoto,35.0119831,135.6761135,44,2014,2014-04-04,94,96.6,2.590581230363393,yes,8.96551724137931,9.3,10.487096774193548,2.4726035818356333,3.7437126779955503,2.799135811339382
Kyoto,35.0119831,135.6761135,44,2015,2015-04-03,93,96,2.6666666666666665,yes,8.380645161290323,9.878571428571428,9.290322580645162,2.2395564076901047,3.157279319036043,2.5263088803904767
Kyoto,35.0119831,135.6761135,44,2016,2016-04-04,95,95.7,2.5841396591085743,no,10.360714285714286,11.313793103448276,13.113333333333333,2.959271592772174,3.2141122011185783,2.907864880100095
Kyoto,35.0119831,135.6761135,44,2017,2017-04-09,99,95.9,2.766867462592951,no,9.251612903225807,9.607142857142858,12.403333333333334,3.0453101612963205,2.948185703411327,3.042626285406027
Kyoto,35.0119831,135.6761135,44,2018,2018-03-30,89,95.3,3.529242915351047,yes,7.95,9.335714285714285,9.903225806451614,3.207292337460219,3.3521926804997,2.424662707947608
Kyoto,35.0119831,135.6761135,44,2019,2019-04-05,95,95.3,3.529242915351047,no,9.13225806451613,11.096153846153847,12.058064516129033,2.0148427724885787,3.40193836149108,3.9486516005296783
Kyoto,35.0119831,135.6761135,44,2020,2020-04-01,92,95,3.681787005729087,no,11.313793103448276,11.337931034482759,12.33,2.0953561132607774,3.3780186281630757,2.1410841597915633
Kyoto,35.0119831,135.6761135,44,2021,2021-03-26,85,93.6,4.550946177566937,yes,9.754166666666666,12.190909090909091,12.010526315789473,3.665820884007181,4.504908338046307,3.3666492964637875
Kyoto,35.0119831,135.6761135,44,2022,2022-04-01,91,92.6,3.777124126457412,no,8.22258064516129,9.64074074074074,11.661290322580646,2.410630578281591,2.5666888665928593,3.3952591869011357
Kyoto,35.0119831,135.6761135,44,2023,2023-03-25,84,91.7,4.643992535164831,yes,9.480645161290322,10.525925925925927,10.796774193548387,3.129048775036775,3.6103049724783634,3.0181102112599913
Kyoto,35.0119831,135.6761135,44,2024,2024-04-04,95,91.8,4.7093288033198295,no,10.251724137931035,11.758620689655173,12.923333333333334,2.6696201829440582,3.4777370763779416,3.550102799223914
Liestal-Weideli,47.4814,7.730519,350,1960,1960-04-03,94,104.1,12.16963434126104,no,3.7806451612903227,7.158620689655173,6.280645161290322,6.127937083817507,5.0269642387954265,3.606514416518966
Liestal-Weideli,47.4814,7.730519,350,1961,1961-03-20,79,101.2,14.389811210251045,yes,4.125806451612903,11.714285714285714,3.47741935483871,3.899227935710306,4.347218292000861,4.2996674039914105
Liestal-Weideli,47.4814,7.730519,350,1962,1962-04-25,115,102.5,15.042532292728435,no,5.867741935483871,5.125,5.345161290322581,4.8667845029186845,3.33295831223721,7.515621008259061
Liestal-Weideli,47.4814,7.730519,350,1963,1963-04-24,114,104.3,15.25377913101464,no,-1.9741935483870967,0.46785714285714286,1.2,4.218844055104469,4.185783131420024,5.618837364912187
Liestal-Weideli,47.4814,7.730519,350,1964,1964-04-16,107,103.4,14.743736900045992,no,0.9580645161290322,7.751724137931035,0.6129032258064516,2.2334986297359256,4.420053384426739,4.116045184031542
Liestal-Weideli,47.4814,7.730519,350,1965,1965-04-12,102,102,14.063348739819324,no,4.938709677419355,2.710714285714286,3.067741935483871,3.2623792360131727,2.0043174298968616,2.7915810450679728
Liestal-Weideli,47.4814,7.730519,350,1966,1966-04-08,98,100,12.909944487358056,no,1.667741935483871,11.017857142857142,7.622580645161291,7.029717258267419,3.3126081893083907,3.3718155028035324
Liestal-Weideli,47.4814,7.730519,350,1967,1967-04-04,94,101,11.879019787470307,no,4.216129032258064,8.635714285714286,6.464516129032258,5.36936351126733,4.813192848497284,3.9600124904766627
Liestal-Weideli,47.4814,7.730519,350,1968,1968-04-12,103,99.8,10.87096029694607,no,3.767741935483871,6.593103448275862,2.535483870967742,4.261954723423998,3.097110523707398,4.632173599733123
Liestal-Weideli,47.4814,7.730519,350,1969,1969-04-23,113,101.9,11.219526628952657,no,4.935483870967742,3.6285714285714286,2.703225806451613,3.5199004140360537,4.772285510602755,3.630379582630237
Liestal-Weideli,47.4814,7.730519,350,1970,1970-04-24,114,103.9,11.435325385255405,no,3.3161290322580643,5.4714285714285715,-0.39032258064516134,3.2077091279388728,4.004243780536876,3.1730484646692343
Liestal-Weideli,47.4814,7.730519,350,1971,1971-04-17,107,106.7,7.36432843736164,no,3.0903225806451613,5.182142857142857,2.6903225806451614,5.35221791028166,2.9450590852940484,4.371220641019293
Liestal-Weideli,47.4814,7.730519,350,1972,1972-04-06,97,104.9,7.309810759064377,yes,2.8225806451612905,7.5,5.490322580645161,3.5318276361698207,2.8539446385660674,3.101650618483614
Liestal-Weideli,47.4814,7.730519,350,1973,1973-04-29,119,105.4,8.126773310757748,no,1.867741935483871,4.464285714285714,3.225806451612903,2.3117651404319015,2.454657596355124,3.930900468674278
Liestal-Weideli,47.4814,7.730519,350,1974,1974-04-02,92,103.9,9.12201244852862,yes,7.606451612903226,7.642857142857143,4.112903225806452,3.3488242199186833,3.7583909649612885,4.515509711758933
Liestal-Weideli,47.4814,7.730519,350,1975,1975-04-18,108,104.5,9.180292902613607,no,7.664516129032258,7.628571428571429,8.706451612903226,2.9326379918765717,3.003807108130804,3.3371580208186096
Liestal-Weideli,47.4814,7.730519,350,1976,1976-04-11,102,104.9,8.949860334105779,no,5.158064516129032,6.9862068965517246,2.6774193548387095,4.135760646970791,4.8806999013557055,3.592186862012179
Liestal-Weideli,47.4814,7.730519,350,1977,1977-03-21,80,103.5,11.559027256266468,yes,3.9161290322580644,9.7,2.761290322580645,3.112779762441019,4.310022772131987,3.893556850263851
Liestal-Weideli,47.4814,7.730519,350,1978,1978-04-18,108,104,11.64283279771532,no,4.148387096774194,3.6285714285714286,5.506451612903226,2.4743849023871145,4.552236499003225,3.6278492695508513
Liestal-Weideli,47.4814,7.730519,350,1979,1979-04-15,105,103.2,11.222992272810115,no,0.3645161290322581,5.560714285714286,5.764516129032258,3.6005137028945167,3.7695013213474553,5.9753687968245535
Liestal-Weideli,47.4814,7.730519,350,1980,1980-04-13,104,102.2,10.580905233275438,no,2.912903225806452,8.3,7.732258064516129,4.522811952423983,2.759528945309326,4.484669225764162
Liestal-Weideli,47.4814,7.730519,350,1981,1981-04-02,92,100.7,10.883728936148472,no,2.2483870967741937,3.9107142857142856,3.541935483870968,3.0599423706710485,2.482731364134071,4.328107684546707
Liestal-Weideli,47.4814,7.730519,350,1982,1982-04-18,108,101.8,11.0232078412371,no,3.2,5.4678571428571425,4.7935483870967746,4.587010646016277,3.944903282054188,3.9435124346932957
Liestal-Weideli,47.4814,7.730519,350,1983,1983-04-11,101,100,9.225568335398698,no,7.190322580645161,3.3642857142857143,6.509677419354839,3.5394307300006758,3.71186429007534,3.997195253233587
Liestal-Weideli,47.4814,7.730519,350,1984,1984-04-19,110,101.8,9.247221805013174,no,5.496774193548387,4.2620689655172415,4.738709677419355,3.570385961486306,3.2855108097201837,4.895894703344482
Liestal-Weideli,47.4814,7.730519,350,1985,1985-04-16,106,101.6,9.118966803073446,no,-1.8419354838709678,4.617857142857143,4.732258064516129,6.7366051882506515,5.841172736856782,2.7541952359717463
Liestal-Weideli,47.4814,7.730519,350,1986,1986-05-01,121,103.5,10.99747445754908,no,5.296774193548387,-1.9821428571428572,7.258064516129032,3.913266655107788,3.1019770961053057,3.9119282707763094
Liestal-Weideli,47.4814,7.730519,350,1987,1987-04-22,112,106.7,7.498888806572166,no,-1.2451612903225806,4.7785714285714285,5.464516129032258,5.719256286714058,4.227454986321636,3.71246085385393
Liestal-Weideli,47.4814,7.730519,350,1988,1988-04-17,108,106.7,7.498888806572166,no,8.280645161290323,7.110344827586207,5.880645161290323,3.275303482614368,3.39488531550312,4.335852038899137
Liestal-Weideli,47.4814,7.730519,350,1989,1989-03-28,87,104.9,9.768998583955948,yes,5.251612903225807,8.096428571428572,6.535483870967742,2.886390013811016,3.034918040611231,3.2940905054452463
Liestal-Weideli,47.4814,7.730519,350,1990,1990-03-16,75,102,13.613718571108091,yes,5.622580645161291,13.360714285714286,6.764516129032258,4.0384575997460015,3.9633823271165087,7.021564326515699
Liestal-Weideli,47.4814,7.730519,350,1991,1991-04-04,94,102.2,13.464356237447406,no,5.003225806451613,4.257142857142857,3.661290322580645,5.687441362098762,6.219767089329201,4.344473686524436
Liestal-Weideli,47.4814,7.730519,350,1992,1992-04-11,102,101.6,13.309979547525817,no,3.02258064516129,7.182758620689655,3.4419354838709677,3.874421219349574,4.370360312500989,4.505535424604449
Liestal-Weideli,47.4814,7.730519,350,1993,1993-04-11,101,101.6,13.309979547525817,no,8.112903225806452,4.182142857142857,4.7,6.256129897174657,2.716486506831746,4.368142244326147
Liestal-Weideli,47.4814,7.730519,350,1994,1994-03-23,82,98.8,14.257941257028971,yes,6.987096774193549,6.807142857142857,8.658064516129032,4.301762579492571,3.9760326933811774,4.665888568004197
Liestal-Weideli,47.4814,7.730519,350,1995,1995-04-03,93,97.5,14.120513053316756,no,4.693548387096774,10.678571428571429,7.403225806451613,5.650069939618504,2.907889287063747,4.259145757149567
Liestal-Weideli,47.4814,7.730519,350,1996,1996-04-18,109,96.3,12.293177873203586,no,3.229032258064516,4.241379310344827,3.106451612903226,2.908744694696448,4.465304120292314,4.233433239020938
Liestal-Weideli,47.4814,7.730519,350,1997,1997-03-22,81,93.2,11.792653080060767,yes,0.5774193548387097,10.32857142857143,2.4225806451612906,4.020921094925005,4.217938511999113,5.598494421265974
Liestal-Weideli,47.4814,7.730519,350,1998,1998-03-31,90,91.4,10.595596569644707,no,6.8,10.103571428571428,5.735483870967742,5.0198937571758755,5.482259749197584,3.9869410485648245
Liestal-Weideli,47.4814,7.730519,350,1999,1999-04-04,94,92.1,10.50343859039611,no,7.312903225806451,4.107142857142857,5.132258064516129,4.145177272886639,4.4443829360823175,4.0239604949000345
Liestal-Weideli,47.4814,7.730519,350,2000,2000-04-01,92,93.8,8.638415492567038,no,4.341935483870968,9.46896551724138,6.7387096774193544,3.432275648754374,3.409346758573707,4.415101163005202
Liestal-Weideli,47.4814,7.730519,350,2001,2001-03-30,89,93.3,8.769264507357502,no,6.216129032258064,8.342857142857143,8.087096774193549,3.4048100068573133,3.8943861372806095,3.755595109121311
Liestal-Weideli,47.4814,7.730519,350,2002,2002-03-18,77,90.8,9.542885657214313,yes,4.835483870967742,10.417857142857143,3.7225806451612904,5.960679401270562,3.653719927986998,5.171441428810048
Liestal-Weideli,47.4814,7.730519,350,2003,2003-04-02,92,89.9,8.875058685251984,no,3.770967741935484,4.010714285714286,7.209677419354839,5.627918120014843,4.879233340333089,4.2141313726326155
Liestal-Weideli,47.4814,7.730519,350,2004,2004-04-01,92,90.9,8.438667614683677,no,4.916129032258064,7.327586206896552,5.161290322580645,4.343201336510013,4.629323967286009,3.3552622768177987
Liestal-Weideli,47.4814,7.730519,350,2005,2005-04-05,95,91.1,8.517302650748325,no,5.264516129032258,3.6107142857142858,3.732258064516129,4.9456747694052,3.9871403737250533,3.163056232693753
Liestal-Weideli,47.4814,7.730519,350,2006,2006-04-21,111,91.3,8.994442728707543,no,1.5032258064516129,3.8107142857142855,3.1,3.275513585273587,4.143119176168664,3.5152998923752343
Liestal-Weideli,47.4814,7.730519,350,2007,2007-04-04,94,92.6,8.248905651323966,no,8.629032258064516,10.628571428571428,6.925806451612903,5.321853909330663,2.6728895645609123,4.67917141824173
Liestal-Weideli,47.4814,7.730519,350,2008,2008-03-29,89,92.5,8.289886743630593,no,7.758064516129032,10.055172413793104,4.7387096774193544,3.547654078735072,3.8526045185503635,4.535024984815765
Liestal-Weideli,47.4814,7.730519,350,2009,2009-04-10,100,93.1,8.621033709609435,no,2.1193548387096772,5.132142857142857,3.596774193548387,4.086597554187649,3.6052485989619996,3.146583742300819
Liestal-Weideli,47.4814,7.730519,350,2010,2010-04-08,98,93.7,8.743886753358346,no,1.2,5.710714285714285,5.119354838709677,3.0356767504682267,5.992794394611304,4.782497210651823
Liestal-Weideli,47.4814,7.730519,350,2011,2011-03-31,90,93.8,8.689712947566859,no,5.090322580645161,7.660714285714286,2.2903225806451615,5.366026142234101,4.749529355686635,4.46843409102187
Liestal-Weideli,47.4814,7.730519,350,2012,2012-04-02,93,95.4,6.432556084308771,no,6.632258064516129,2.0448275862068965,8.464516129032258,3.744541547085499,7.282149712378724,3.5786914169937196
Liestal-Weideli,47.4814,7.730519,350,2013,2013-04-17,107,96.9,7.248754682319194,no,3.6516129032258067,3.2,6.52258064516129,4.590705898351723,3.7921947129255824,4.753644894704087
Liestal-Weideli,47.4814,7.730519,350,2014,2014-03-25,84,96.1,8.22529972435993,yes,7.548387096774193,9.657142857142857,6.670967741935484,2.500516075765419,2.411612119697738,3.023044111309779
Liestal-Weideli,47.4814,7.730519,350,2015,2015-04-11,101,96.7,8.35397443669113,no,6.741379310344827,5.219230769230769,6.106451612903226,4.603067086300744,3.531800586756759,3.861255019107213
Liestal-Weideli,47.4814,7.730519,350,2016,2016-04-06,97,95.3,6.700746227100382,no,6.76551724137931,8.07037037037037,9.382758620689655,4.308071814468822,3.955698403259513,2.671284999171378
Liestal-Weideli,47.4814,7.730519,350,2017,2017-03-26,85,94.4,7.4565407529228995,yes,0.7875,9.7,4.829032258064516,3.3002387924143495,4.007770230717103,2.3541726853096536
Liestal-Weideli,47.4814,7.730519,350,2018,2018-04-08,98,95.3,7.273238618387272,no,9.080645161290322,2.8392857142857144,5.912903225806452,2.9099163051926094,2.8632200579992273,3.71606798784987
Liestal-Weideli,47.4814,7.730519,350,2019,2019-03-27,86,93.9,7.607744592044201,yes,4.04516129032258,11.253571428571428,7.606451612903226,2.742849942386862,5.206582880450986,4.704673951428229
Liestal-Weideli,47.4814,7.730519,350,2020,2020-03-17,77,91.8,9.101892355133874,yes,7.332258064516129,12.775862068965518,7.764516129032258,3.4255303333230214,3.6759503311985084,3.3829522005783423
Liestal-Weideli,47.4814,7.730519,350,2021,2021-03-28,87,91.5,9.216531041798994,no,4.445161290322581,9.771428571428572,6.480645161290322,4.150248081715712,7.3086887481224165,3.2829274897910565
Liestal-Weideli,47.4814,7.730519,350,2022,2022-03-26,85,90.7,9.416887903005843,no,5.9,10.257142857142856,6.725806451612903,4.069316076852883,2.818645402451664,3.790511640217407
Liestal-Weideli,47.4814,7.730519,350,2023,2023-03-29,88,88.8,7.4803446147591055,no,7.064516129032258,9,6.093333333333334,5.1164798046506395,4.234951571720131,6.245656881790535
Liestal-Weideli,47.4814,7.730519,350,2024,2024-03-20,80,88.4,7.862710869809612,yes,6.306451612903226,11.651724137931035,8.174193548387096,5.601305531384088,1.907245712250142,4.208560145064302
"Washington, D.C.",38.8853496,-77.0386278,0,1960,1960-04-14,105,97.4,6.168017869984201,no,6.790322580645161,7.475862068965517,9.606451612903225,3.9202342479933243,4.985669117753818,5.016568248239757
"Washington, D.C.",38.8853496,-77.0386278,0,1961,1961-04-02,92,97,6.394442031083626,no,2.858064516129032,7.735714285714286,4.051612903225807,6.192994654906375,7.373687669088639,6.321490908941335
"Washington, D.C.",38.8853496,-77.0386278,0,1962,1962-04-07,97,96.7,6.307843442008441,no,5.838709677419355,4.996428571428572,6.1645161290322585,5.720645500836121,5.303701163503279,4.381974318127753
"Washington, D.C.",38.8853496,-77.0386278,0,1963,1963-04-03,93,97.4,5.295700562196133,no,3.9806451612903224,4.1,4.629032258064516,4.960270110577898,4.674279504788828,6.142268503215355
"Washington, D.C.",38.8853496,-77.0386278,0,1964,1964-04-11,102,98,5.456901847914967,no,7.848387096774194,7.220689655172414,3.625806451612903,6.01613779583668,4.122358835003574,3.957690213742984
"Washington, D.C.",38.8853496,-77.0386278,0,1965,1965-04-15,105,99.3,5.417051268397268,no,5.367741935483871,8.428571428571429,8.964516129032258,6.346988109687628,6.214609855926248,5.4999726294529125
"Washington, D.C.",38.8853496,-77.0386278,0,1966,1966-04-05,95,99.1,5.546770832355224,no,4.267741935483871,6.803571428571429,10.254838709677419,5.914918263553278,4.829115565282855,4.4298862821880975
"Washington, D.C.",38.8853496,-77.0386278,0,1967,1967-04-06,96,98.9,5.626327003965869,no,9.748387096774193,6.114285714285714,6.909677419354839,6.060080910776794,6.305888740235813,6.086507199738872
"Washington, D.C.",38.8853496,-77.0386278,0,1968,1968-03-30,90,97.1,5.2588549662027715,yes,4.590322580645162,6.634482758620689,8.925806451612903,6.366859761751193,4.214454367502814,5.129585281608088
"Washington, D.C.",38.8853496,-77.0386278,0,1969,1969-04-09,99,97.4,5.274677451960662,no,5.151612903225806,6.446428571428571,6.812903225806452,4.724960032828633,2.2079791569831353,5.3637512952214
"Washington, D.C.",38.8853496,-77.0386278,0,1970,1970-04-16,106,97.5,5.441609239104836,no,3.5,8.332142857142857,6.035483870967742,6.484185890816724,5.522549972708097,3.571885439288031
"Washington, D.C.",38.8853496,-77.0386278,0,1971,1971-04-08,98,98.1,5.087020520675907,no,3.6032258064516127,8.610714285714286,8.477419354838709,4.498257727236753,7.564113092643901,5.40423967377585
"Washington, D.C.",38.8853496,-77.0386278,0,1972,1972-04-11,102,98.6,5.211099265563414,no,7.816129032258065,7.451724137931034,12.348387096774193,5.370294639601167,5.525112842393562,5.943055946101688
"Washington, D.C.",38.8853496,-77.0386278,0,1973,1973-04-11,101,99.4,4.857983120596447,no,8.03225806451613,7.675,10.358064516129032,5.896122290498742,4.595781076563994,4.964592913391684
"Washington, D.C.",38.8853496,-77.0386278,0,1974,1974-04-03,93,98.5,5.1478150704935,yes,10.319354838709677,9.028571428571428,9.45483870967742,6.123910480231767,5.88518901441999,5.596358262875207
